"Publisher","ISSN","eISSN","JIF","Publication Year"
"COPERNICUS GESELLSCHAFT MBH","1680-7316","1680-7324",6.3,2022
"WILEY","0261-4189","1460-2075",11.4,2022
"WILEY","0261-4189","1460-2075",11.4,2022
"ROCKEFELLER UNIV PRESS","0022-1007","1540-9538",15.3,2022
"ROCKEFELLER UNIV PRESS","0022-1007","1540-9538",15.3,2022
"ELSEVIER","0377-2217","1872-6860",6.4,2022
"AMER CHEMICAL SOC","0887-0624","1520-5029",5.3,2022
"AMER CHEMICAL SOC","0887-0624","1520-5029",5.3,2022
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.4,2022
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.4,2022
"AMER GEOPHYSICAL UNION","0043-1397","1944-7973",5.4,2022
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",12,2022
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",12,2022
"OXFORD UNIV PRESS INC","1040-4651","1532-298X",12,2022
"BMC","1474-760X","1474-760X",12.3,2022
"BMC","1474-760X","1474-760X",12.3,2022
"ELSEVIER SCI LTD","0263-8223","1879-1085",6.3,2022
"ELSEVIER SCI LTD","0263-8223","1879-1085",6.3,2022
"ELSEVIER SCIENCE INC","0148-2963","1873-7978",11.3,2022
"OXFORD UNIV PRESS","0022-0957","1460-2431",6.9,2022
"ELSEVIER","0023-6438","1096-1127",6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1352-2310","1873-2844",5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1352-2310","1873-2844",5,2022
"FRONTIERS MEDIA SA","2234-943X","2234-943X",4.7,2022
"AMER CHEMICAL SOC","1948-7185","N/A",5.7,2022
"AMER CHEMICAL SOC","1948-7185","N/A",5.7,2022
"AMER CHEMICAL SOC","1948-7185","N/A",5.7,2022
"AMER CHEMICAL SOC","1948-7185","N/A",5.7,2022
"SPRINGER","0022-2461","1573-4803",4.5,2022
"ELSEVIER SCIENCE INC","0022-0302","1525-3198",3.5,2022
"ELSEVIER SCIENCE INC","0022-0302","1525-3198",3.5,2022
"ROCKEFELLER UNIV PRESS","0021-9525","1540-8140",7.8,2022
"ELSEVIER","0923-7534","1569-8041",50.5,2022
"WILEY","1354-1013","1365-2486",11.6,2022
"WILEY","1354-1013","1365-2486",11.6,2022
"WILEY","1354-1013","1365-2486",11.6,2022
"WILEY","0021-8995","1097-4628",3,2022
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",20.1,2022
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",20.1,2022
"LIPPINCOTT WILLIAMS & WILKINS","0009-7330","1524-4571",20.1,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9991","1090-2716",4.1,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9991","1090-2716",4.1,2022
"ELSEVIER SCI LTD","0141-0296","1873-7323",5.5,2022
"ROYAL SOC CHEMISTRY","1463-9262","1463-9270",9.8,2022
"ROYAL SOC CHEMISTRY","1463-9262","1463-9270",9.8,2022
"WILEY","0007-9235","1542-4863",254.7,2022
"NATURE PORTFOLIO","1474-1733","1474-1741",100.3,2022
"AMER CHEMICAL SOC","0006-2960","1520-4995",2.9,2022
"NATURE PORTFOLIO","1471-0072","1471-0080",112.7,2022
"ELSEVIER","0370-2693","1873-2445",4.3,2022
"ELSEVIER","0370-2693","1873-2445",4.3,2022
"ELSEVIER","0370-2693","1873-2445",4.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9286","1558-2523",6.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9286","1558-2523",6.8,2022
"OXFORD UNIV PRESS","0006-8950","1460-2156",14.5,2022
"OXFORD UNIV PRESS","0006-8950","1460-2156",14.5,2022
"OXFORD UNIV PRESS","0737-4038","1537-1719",10.7,2022
"OXFORD UNIV PRESS","0737-4038","1537-1719",10.7,2022
"OXFORD UNIV PRESS","0737-4038","1537-1719",10.7,2022
"BMJ PUBLISHING GROUP","0017-5749","1468-3288",24.5,2022
"RADIOLOGICAL SOC NORTH AMERICA (RSNA)","0033-8419","N/A",19.7,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948",11.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948",11.4,2022
"ELSEVIER","0378-5173","1873-3476",5.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0160-4120","1873-6750",11.8,2022
"ELSEVIER SCI LTD","0268-005X","1873-7137",10.7,2022
"ELSEVIER SCI LTD","0268-005X","1873-7137",10.7,2022
"ELSEVIER SCIENCE SA","0257-8972","1879-3347",5.4,2022
"ELSEVIER SCIENCE SA","0257-8972","1879-3347",5.4,2022
"AMER GEOPHYSICAL UNION","2169-9313","2169-9356",3.9,2022
"NATURE PORTFOLIO","1474-175X","1474-1768",78.5,2022
"AMER METEOROLOGICAL SOC","0894-8755","1520-0442",4.9,2022
"ELSEVIER","0168-3659","1873-4995",10.8,2022
"ELSEVIER","0168-3659","1873-4995",10.8,2022
"WILEY","0012-9658","1939-9170",4.8,2022
"ELSEVIER","0925-2312","1872-8286",6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0010-938X","1879-0496",8.3,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0010-938X","1879-0496",8.3,2022
"AMER PSYCHOLOGICAL ASSOC","0033-2909","1939-1455",22.4,2022
"AMER PSYCHOLOGICAL ASSOC","0033-2909","1939-1455",22.4,2022
"ELSEVIER SCI LTD","0032-3861","1873-2291",4.6,2022
"LIPPINCOTT WILLIAMS & WILKINS","0025-7974","1536-5964",1.6,2022
"ELSEVIER","0165-0327","1573-2517",6.6,2022
"ELSEVIER","0165-0327","1573-2517",6.6,2022
"ELSEVIER","0165-0327","1573-2517",6.6,2022
"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0753-3322","1950-6007",7.5,2022
"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0753-3322","1950-6007",7.5,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-926X","1558-2221",5.7,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-926X","1558-2221",5.7,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0025-326X","1879-3363",5.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0025-326X","1879-3363",5.8,2022
"WILEY","0960-7412","1365-313X",7.2,2022
"OXFORD UNIV PRESS","0002-9165","1938-3207",7.1,2022
"AMER SOC MICROBIOLOGY","0021-9193","1098-5530",3.2,2022
"ROYAL SOC","0962-8452","1471-2954",4.7,2022
"ROYAL SOC","0962-8452","1471-2954",4.7,2022
"ROYAL SOC","0962-8452","1471-2954",4.7,2022
"ELSEVIER","0928-4931","1873-0191",7.9,2022
"ELSEVIER","0168-8278","1600-0641",25.7,2022
"MDPI","N/A","2073-4409",6,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-2836","1089-8638",5.6,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0147-6513","1090-2414",6.8,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0147-6513","1090-2414",6.8,2022
"MOSBY-ELSEVIER","0091-6749","1097-6825",14.2,2022
"MOSBY-ELSEVIER","0091-6749","1097-6825",14.2,2022
"LIPPINCOTT WILLIAMS & WILKINS","0003-4932","1528-1140",10.1,2022
"BMJ PUBLISHING GROUP","0003-4967","1468-2060",27.4,2022
"AMER CHEMICAL SOC","1089-5639","1520-5215",2.9,2022
"AMER CHEMICAL SOC","1089-5639","1520-5215",2.9,2022
"AMER PHYSICAL SOC","0034-6861","1539-0756",44,2022
"MDPI","N/A","2077-0383",3.9,2022
"ELSEVIER SCIENCE SA","0378-7788","1872-6178",6.7,2022
"ELSEVIER SCIENCE SA","0378-7788","1872-6178",6.7,2022
"ELSEVIER SCIENCE SA","0378-7788","1872-6178",6.7,2022
"ASSOC RESEARCH VISION OPHTHALMOLOGY INC","0146-0404","1552-5783",4.4,2022
"ELSEVIER SCI LTD","1742-7061","1878-7568",9.7,2022
"ELSEVIER SCI LTD","1742-7061","1878-7568",9.7,2022
"ELSEVIER","0963-9969","1873-7145",8.1,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",5.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",5.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0277-9536","1873-5347",5.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0038-092X","1471-1257",6.7,2022
"CELL PRESS","1550-4131","1932-7420",29,2022
"CELL PRESS","1550-4131","1932-7420",29,2022
"ELSEVIER SCIENCE INC","0020-0255","1872-6291",8.1,2022
"ELSEVIER","0167-577X","1873-4979",3,2022
"ELSEVIER","0167-577X","1873-4979",3,2022
"ELSEVIER","0039-9140","1873-3573",6.1,2022
"AIP Publishing","1070-6631","1089-7666",4.6,2022
"AIP Publishing","1070-6631","1089-7666",4.6,2022
"SPRINGERNATURE","2041-4889","2041-4889",9,2022
"NATURE PORTFOLIO","1529-2908","1529-2916",30.5,2022
"WILEY","N/A","2198-3844",15.1,2022
"WILEY","N/A","2198-3844",15.1,2022
"WILEY","N/A","2198-3844",15.1,2022
"ELSEVIER","0927-7757","1873-4359",5.2,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0013-9351","1096-0953",8.3,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0013-9351","1096-0953",8.3,2022
"ELSEVIER","0003-2670","1873-4324",6.2,2022
"EUROPEAN RESPIRATORY SOC JOURNALS LTD","0903-1936","1399-3003",24.9,2022
"MDPI","N/A","2079-4991",5.3,2022
"MDPI","N/A","2079-4991",5.3,2022
"MDPI","N/A","2079-4991",5.3,2022
"MDPI","N/A","2079-4991",5.3,2022
"AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854",9.9,2022
"AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854",9.9,2022
"WILEY","0020-7136","1097-0215",6.4,2022
"ROYAL SOC","0962-8436","1471-2970",6.3,2022
"COMPANY BIOLOGISTS LTD","0950-1991","1477-9129",4.6,2022
"ELSEVIER","0044-8486","1873-5622",4.5,2022
"ELSEVIER","0044-8486","1873-5622",4.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0038-0717","1879-3428",9.7,2022
"SPRINGER","0175-7598","1432-0614",5,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388",10.4,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388",10.4,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388",10.4,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2162-237X","2162-2388",10.4,2022
"SPRINGER LONDON LTD","0268-3768","1433-3015",3.4,2022
"SPRINGER LONDON LTD","0268-3768","1433-3015",3.4,2022
"ELSEVIER","0021-9673","1873-3778",4.1,2022
"ELSEVIER","0021-9673","1873-3778",4.1,2022
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",6.7,2022
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",6.7,2022
"PUBLIC LIBRARY SCIENCE","1553-7366","1553-7374",6.7,2022
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",5.4,2022
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",5.4,2022
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",5.4,2022
"ELSEVIER IRELAND LTD","0378-8741","1872-7573",5.4,2022
"ELSEVIER","0011-9164","1873-4464",9.9,2022
"ELSEVIER","0011-9164","1873-4464",9.9,2022
"ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","0223-5234","1768-3254",6.7,2022
"CELL PRESS","1535-6108","1878-3686",50.3,2022
"CELL PRESS","1535-6108","1878-3686",50.3,2022
"ELSEVIER","0012-3692","1931-3543",10.1,2022
"ELSEVIER","0012-3692","1931-3543",10.1,2022
"AMER CHEMICAL SOC","2470-1343","2470-1343",4.1,2022
"AMER DIABETES ASSOC","0012-1797","1939-327X",7.7,2022
"NATURE PORTFOLIO","1749-4885","1749-4893",34.9,2022
"NATURE PORTFOLIO","1749-4885","1749-4893",34.9,2022
"WILEY","0892-6638","1530-6860",4.8,2022
"WILEY","0892-6638","1530-6860",4.8,2022
"WILEY","0892-6638","1530-6860",4.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0747-5632","1873-7692",9.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0747-5632","1873-7692",9.9,2022
"BMC","1471-2164","1471-2164",4.4,2022
"BMC","1471-2164","1471-2164",4.4,2022
"NATURE PORTFOLIO","1754-2189","1750-2799",14.8,2022
"ELSEVIER SCI LTD","0264-410X","1873-2518",5.5,2022
"ELSEVIER SCI LTD","0264-410X","1873-2518",5.5,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",10.5,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",10.5,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","0890-9369","1549-5477",10.5,2022
"Optica Publishing Group","1559-128X","2155-3165",1.9,2022
"SPRINGERNATURE","0007-0920","1532-1827",8.8,2022
"BAISHIDENG PUBLISHING GROUP INC","1007-9327","2219-2840",4.3,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-1323","1873-684X",7.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-1323","1873-684X",7.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0360-1323","1873-684X",7.4,2022
"FRONTIERS MEDIA SA","N/A","1664-042X",4,2022
"NATURE PORTFOLIO","1740-1526","1740-1534",88.1,2022
"ELSEVIER SCIENCE INC","0085-2538","1523-1755",19.6,2022
"WILEY","0192-8651","1096-987X",3,2022
"ACOUSTICAL SOC AMER AMER INST PHYSICS","0001-4966","1520-8524",2.4,2022
"ACOUSTICAL SOC AMER AMER INST PHYSICS","0001-4966","1520-8524",2.4,2022
"ELSEVIER SCIENCE INC","0891-5849","1873-4596",7.4,2022
"ELSEVIER SCIENCE INC","0891-5849","1873-4596",7.4,2022
"ELSEVIER SCIENCE SA","0304-405X","N/A",8.9,2022
"ELSEVIER SCIENCE SA","0304-405X","N/A",8.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0005-1098","1873-2836",6.4,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0005-1098","1873-2836",6.4,2022
"WILEY","0002-7820","1551-2916",3.9,2022
"ELSEVIER SCIENCE SA","0010-8545","1873-3840",20.6,2022
"MDPI","N/A","2073-4441",3.4,2022
"MDPI","N/A","2073-4441",3.4,2022
"ELSEVIER","0926-6690","1872-633X",5.9,2022
"ELSEVIER","0926-6690","1872-633X",5.9,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9517","1090-2694",7.3,2022
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0021-9517","1090-2694",7.3,2022
"WILEY","0022-1082","1540-6261",8,2022
"WILEY","0022-1082","1540-6261",8,2022
"WILEY","0022-3751","1469-7793",5.5,2022
"WILEY","0022-3751","1469-7793",5.5,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662",10.6,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662",10.6,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662",10.6,2022
"ELSEVIER","1470-160X","1872-7034",6.9,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0009-2509","1873-4405",4.7,2022
"AMER ASSOC ADVANCEMENT SCIENCE","1946-6234","1946-6242",17.1,2022
"AMER ASSOC ADVANCEMENT SCIENCE","1946-6234","1946-6242",17.1,2022
"ACAD MANAGEMENT","0001-4273","1948-0989",10.5,2022
"ACAD MANAGEMENT","0001-4273","1948-0989",10.5,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9545","1939-9359",6.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9545","1939-9359",6.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9545","1939-9359",6.8,2022
"INFORMS","0025-1909","1526-5501",5.4,2022
"INFORMS","0025-1909","1526-5501",5.4,2022
"AMER PHYSICAL SOC","2469-9985","2469-9993",3.1,2022
"BMC","1471-2105","1471-2105",3,2022
"BMC","1471-2105","1471-2105",3,2022
"BMC","1471-2105","1471-2105",3,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0956-053X","1879-2456",8.1,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0956-053X","1879-2456",8.1,2022
"SPRINGER","0167-4544","1573-0697",6.1,2022
"SPRINGER","0167-4544","1573-0697",6.1,2022
"NATURE PORTFOLIO","1465-7392","1476-4679",21.3,2022
"MICROTOME PUBL","1532-4435","N/A",6,2022
"MICROTOME PUBL","1532-4435","N/A",6,2022
"PUBLIC LIBRARY SCIENCE","1553-7404","1553-7404",4.5,2022
"ELSEVIER SCI LTD","2213-2929","2213-3437",7.7,2022
"ELSEVIER SCI LTD","2213-2929","2213-3437",7.7,2022
"AMER SOC MICROBIOLOGY","0095-1137","1098-660X",9.4,2022
"NATURE PORTFOLIO","1471-003X","1471-0048",34.7,2022
"IOP Publishing Ltd","0022-3727","1361-6463",3.4,2022
"AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048",12.7,2022
"AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048",12.7,2022
"OXFORD UNIV PRESS INC","0022-1899","1537-6613",6.4,2022
"OXFORD UNIV PRESS INC","0022-1899","1537-6613",6.4,2022
"OXFORD UNIV PRESS INC","0022-1899","1537-6613",6.4,2022
"IOP Publishing Ltd","0953-8984","1361-648X",2.7,2022
"MOSBY-ELSEVIER","0002-9378","1097-6868",9.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1530-437X","1558-1748",4.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1530-437X","1558-1748",4.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1530-437X","1558-1748",4.3,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0040-4039","1873-3581",1.8,2022
"LIPPINCOTT WILLIAMS & WILKINS","0362-2436","1528-1159",3,2022
"LIPPINCOTT WILLIAMS & WILKINS","0362-2436","1528-1159",3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8950","1558-0679",6.6,2022
"ELSEVIER","0032-5910","1873-328X",5.2,2022
"ROYAL SOC CHEMISTRY","1144-0546","1369-9261",3.3,2022
"TAYLOR & FRANCIS INC","0162-1459","1537-274X",3.7,2022
"ELSEVIER SCIENCE INC","1474-4422","1474-4465",48,2022
"CELL PRESS","0006-3495","1542-0086",3.4,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0888-3270","1096-1216",8.4,2022
"ELSEVIER","0006-8993","1872-6240",2.9,2022
"NATURE PORTFOLIO","1745-2473","1745-2481",19.5,2022
"TAYLOR & FRANCIS INC","0270-7306","1098-5549",5.3,2022
"TAYLOR & FRANCIS INC","0270-7306","1098-5549",5.3,2022
"AMER CHEMICAL SOC","2380-8195","2380-8195",22,2022
"AMER CHEMICAL SOC","2380-8195","2380-8195",22,2022
"AMER CHEMICAL SOC","2380-8195","2380-8195",22,2022
"AMER CHEMICAL SOC","2380-8195","2380-8195",22,2022
"AMER CHEMICAL SOC","2380-8195","2380-8195",22,2022
"LIPPINCOTT WILLIAMS & WILKINS","0021-9355","1535-1386",5.3,2022
"LIPPINCOTT WILLIAMS & WILKINS","0021-9355","1535-1386",5.3,2022
"NATURE PORTFOLIO","1474-1776","1474-1784",120.1,2022
"NATURE PORTFOLIO","1474-1776","1474-1784",120.1,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",6,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1359-6462","1872-8456",6,2022
"AMER MEDICAL ASSOC","2574-3805","2574-3805",13.8,2022
"WILEY","0143-2095","1097-0266",8.3,2022
"WILEY","0143-2095","1097-0266",8.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050",12.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050",12.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050",12.3,2022
"ELSEVIER SCIENCE INC","0161-6420","1549-4713",13.7,2022
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",7.2,2022
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",7.2,2022
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",7.2,2022
"ELSEVIER","1568-4946","1872-9681",8.7,2022
"ELSEVIER","1568-4946","1872-9681",8.7,2022
"WILEY","0077-8923","1749-6632",5.2,2022
"ELSEVIER","0009-2614","1873-4448",2.8,2022
"ELSEVIER","0009-2614","1873-4448",2.8,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469",7,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469",7,2022
"COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1088-9051","1549-5469",7,2022
"SPRINGER","0032-079X","1573-5036",4.9,2022
"SPRINGER","0032-079X","1573-5036",4.9,2022
"SPRINGER","0032-079X","1573-5036",4.9,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",4.7,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",4.7,2022
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-460X","1095-8568",4.7,2022
"BMC","N/A","1471-2407",3.8,2022
"ELSEVIER SCI LTD","1473-3099","1474-4457",56.3,2022
"IOP Publishing Ltd","0957-4484","1361-6528",3.5,2022
"IOP Publishing Ltd","0957-4484","1361-6528",3.5,2022
"IOP Publishing Ltd","0957-4484","1361-6528",3.5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","1386-1425","1873-3557",4.4,2022
"AMER GEOPHYSICAL UNION","2169-9380","2169-9402",2.8,2022
"ELSEVIER SCIENCE INC","0360-3016","1879-355X",7,2022
"ELSEVIER SCIENCE INC","0360-3016","1879-355X",7,2022
"ELSEVIER","0169-409X","1872-8294",16.1,2022
"PUBLIC LIBRARY SCIENCE","1549-1277","1549-1676",15.8,2022
"ELSEVIER SCIENCE SA","0254-0584","1879-3312",4.6,2022
"AMER CHEMICAL SOC","1549-9618","1549-9626",5.5,2022
"AMER CHEMICAL SOC","1549-9618","1549-9626",5.5,2022
"AMER SOC NEPHROLOGY","1046-6673","1533-3450",13.6,2022
"WILEY","0014-5793","1873-3468",3.5,2022
"WILEY","0014-5793","1873-3468",3.5,2022
"WILEY","0014-5793","1873-3468",3.5,2022
"AMER GEOPHYSICAL UNION","2169-9275","2169-9291",3.6,2022
"IOP Publishing Ltd","2041-8205","2041-8213",7.9,2022
"ELSEVIER SCI LTD","0266-3538","1879-1050",9.1,2022
"PORTLAND PRESS LTD","0264-6021","1470-8728",4.1,2022
"IOP Publishing Ltd","0004-6256","1538-3881",5.3,2022
"LIPPINCOTT WILLIAMS & WILKINS","0022-5347","1527-3792",6.6,2022
"ELSEVIER","0022-2860","1872-8014",3.8,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0306-4522","1873-7544",3.3,2022
"NATURE PORTFOLIO","1758-678X","1758-6798",30.7,2022
"NATURE PORTFOLIO","1758-678X","1758-6798",30.7,2022
"NATURE PORTFOLIO","1758-678X","1758-6798",30.7,2022
"ACAD MANAGEMENT","0363-7425","1930-3807",16.4,2022
"ACAD MANAGEMENT","0363-7425","1930-3807",16.4,2022
"US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924",10.5,2022
"US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924",10.5,2022
"US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE","0091-6765","1552-9924",10.5,2022
"WILEY","0012-9682","1468-0262",6.1,2022
"WILEY","0012-9682","1468-0262",6.1,2022
"WILEY","0012-9682","1468-0262",6.1,2022
"WILEY","0012-9682","1468-0262",6.1,2022
"ELSEVIER","0921-3449","1879-0658",13.2,2022
"ELSEVIER","0921-3449","1879-0658",13.2,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0024-3205","1879-0631",6.1,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0024-3205","1879-0631",6.1,2022
"ELSEVIER","0009-2541","1872-6836",3.9,2022
"ELSEVIER SCIENCE INC","0015-0282","1556-5653",6.7,2022
"ELSEVIER SCIENCE INC","0015-0282","1556-5653",6.7,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275",11.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275",11.8,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2168-2267","2168-2275",11.8,2022
"GEOLOGICAL SOC AMER, INC","0091-7613","1943-2682",5.8,2022
"FRONTIERS MEDIA SA","N/A","1662-453X",4.3,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1053-587X","1941-0476",5.4,2022
"COMPANY BIOLOGISTS LTD","0021-9533","1477-9137",4,2022
"ELSEVIER SCIENCE SA","0924-0136","1873-4774",6.3,2022
"ELSEVIER SCIENCE SA","0924-0136","1873-4774",6.3,2022
"ELSEVIER SCIENCE SA","0924-0136","1873-4774",6.3,2022
"LIPPINCOTT WILLIAMS & WILKINS","0090-3493","1530-0293",8.8,2022
"ELSEVIER SCIENCE INC","0006-3223","1873-2402",10.6,2022
"ELSEVIER SCIENCE INC","0006-3223","1873-2402",10.6,2022
"JMIR PUBLICATIONS, INC","1438-8871","N/A",7.4,2022
"JMIR PUBLICATIONS, INC","1438-8871","N/A",7.4,2022
"AMER PHYSIOLOGICAL SOC","8750-7587","1522-1601",3.3,2022
"AMER PHYSIOLOGICAL SOC","8750-7587","1522-1601",3.3,2022
"JOURNAL STATISTICAL SOFTWARE","1548-7660","1548-7660",5.8,2022
"JOURNAL STATISTICAL SOFTWARE","1548-7660","1548-7660",5.8,2022
"NATURE PORTFOLIO","1471-0056","1471-0064",42.7,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0029-8018","1873-5258",5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0029-8018","1873-5258",5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0029-8018","1873-5258",5,2022
"PERGAMON-ELSEVIER SCIENCE LTD","0029-8018","1873-5258",5,2022
"LIPPINCOTT WILLIAMS & WILKINS","0194-911X","1524-4563",8.3,2022
"ELSEVIER IRELAND LTD","0304-3835","1872-7980",9.7,2022
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9219","1558-2256",20.6,2022
"ELSEVIER","0378-1127","1872-7042",3.7,2022
"ELSEVIER SCIENCE INC","0895-4356","1878-5921",7.2,2022
