"Name","Web of Science Documents","% Docs Cited","Category Normalized Citation Impact","International Collaborations","Gold Documents","Domestic Collaborations","State or Province","Corresponding Author (2008-2024)","Times Cited without Self-Citations","H-Index without Self-Citations","Year"
"University of St Thomas Minnesota",176,40.34,0.818439204545454,49,29,50,"MINNESOTA, USA",102,240,7,2023
"Colgate University",211,43.6,0.966211374407583,50,41,58,"NEW YORK, USA",143,233,7,2023
"Manhattan University",139,56.12,0.951196402877698,55,51,45,"NEW YORK, USA",64,289,7,2023
"Western Carolina University",183,37.16,1.16773278688525,39,33,85,"NORTH CAROLINA, USA",93,220,7,2023
"Winston-Salem State University",60,38.33,0.995815,8,12,32,"NORTH CAROLINA, USA",29,80,7,2023
"Northeastern State University",42,50,1.6854880952381,16,8,17,"OKLAHOMA, USA",13,172,7,2023
"Bucknell University",251,43.43,1.46337211155378,71,35,89,"PENNSYLVANIA, USA",142,305,7,2023
"Saint Joseph's University",149,43.62,1.01419865771812,36,32,78,"PENNSYLVANIA, USA",64,254,7,2023
"Wilkes University",71,59.15,1.49882112676056,29,24,28,"PENNSYLVANIA, USA",31,181,7,2023
"Prairie View A&M University",166,51.81,0.807136746987952,42,62,66,"TEXAS, USA",94,246,7,2023
"Sam Houston State University",427,46.37,0.806613583138173,80,72,229,"TEXAS, USA",211,514,7,2023
"Texas A&M University Corpus Christi",213,62.44,0.855305164319249,80,59,92,"TEXAS, USA",111,362,7,2023
"Texas Womans University",255,40.78,0.672960392156863,51,43,132,"TEXAS, USA",128,267,7,2023
"Trinity University",161,44.72,0.84748198757764,43,40,73,"TEXAS, USA",70,267,7,2023
"University of Houston Clear Lake",124,54.84,0.798868548387097,41,19,51,"TEXAS, USA",56,377,7,2023
"University Incarnate Word",172,43.6,1.72332209302326,36,54,113,"TEXAS, USA",46,229,7,2023
"Southern Utah University",88,50,0.887953409090909,28,25,50,"UTAH, USA",27,186,7,2023
"Hampton University",92,67.39,1.102075,37,36,46,"VIRGINIA, USA",30,197,7,2023
"Rochester General Hospital",350,31.43,0.487426571428571,109,48,185,"NEW YORK, USA",50,299,7,2023
"Tampa General Hospital",169,39.64,1.09949467455621,37,34,116,"FLORIDA, USA",30,277,7,2023
"Tuskegee University",114,53.51,0.64959298245614,42,45,48,"ALABAMA, USA",39,195,7,2023
"Sonoma State University",93,43.01,1.60248064516129,30,20,39,"CALIFORNIA, USA",39,371,7,2023
"Towson University",417,48.68,0.781597841726619,95,68,196,"MARYLAND, USA",209,453,7,2023
"Institute of Marine & Environmental Technology",60,51.67,0.867141666666667,37,30,21,"MARYLAND, USA",20,150,7,2023
"Alfred University",69,56.52,0.785698550724638,24,15,20,"NEW YORK, USA",41,139,7,2023
"SUNY Geneseo",112,46.43,1.27042857142857,22,19,43,"NEW YORK, USA",27,147,7,2023
"Vassar College",161,36.02,0.847125465838509,41,41,40,"NEW YORK, USA",93,233,7,2023
"Davidson College",104,46.15,1.08657307692308,20,22,52,"NORTH CAROLINA, USA",55,185,7,2023
"Campbell University",163,38.04,1.24142760736196,25,67,109,"NORTH CAROLINA, USA",58,218,7,2023
"Brigham Young University - Hawaii",24,62.5,3.04877916666667,8,5,6,"HAWAII, USA",12,96,7,2023
"Michigan State University College of Osteopathic Medicine",145,56.55,0.752926896551724,32,55,98,"MICHIGAN, USA",42,220,7,2023
"IU Kelley School of Business",135,68.89,1.1185562962963,42,0,73,"INDIANA, USA",58,335,7,2023
"University of Oklahoma - Tulsa",118,56.78,2.39463050847458,29,25,73,"OKLAHOMA, USA",35,268,7,2023
"Keck Graduate Institute",66,53.03,2.2985803030303,22,16,33,"CALIFORNIA, USA",15,402,7,2023
"Mays Business School",82,67.07,1.11836707317073,39,2,38,"TEXAS, USA",27,207,7,2023
"University of Texas-Health Sciences Center at Tyler (UTHSCT)",111,54.95,1.19626216216216,30,32,64,"TEXAS, USA",33,185,7,2023
"Louisiana State University School of Veterinary Medicine",152,60.53,1.11776513157895,49,74,71,"LOUISIANA, USA",83,266,7,2023
"Bentley University",191,54.45,1.38239947643979,73,22,82,"MASSACHUSETTS, USA",80,404,7,2023
"University of North Georgia",129,39.53,0.597314728682171,35,24,50,"GEORGIA, USA",66,163,7,2023
"Baruch College (CUNY)",290,40.69,0.819635862068966,77,44,131,"NEW YORK, USA",156,349,7,2023
"Fairfield University",160,42.5,1.23393625,41,23,67,"CONNECTICUT, USA",88,242,7,2023
"Alabama State University",60,61.67,0.95337,30,30,16,"ALABAMA, USA",26,125,6,2023
"Arkansas State University",161,45.34,0.718045341614907,46,43,74,"ARKANSAS, USA",82,277,6,2023
"University of Central Arkansas",116,53.45,0.776078448275862,32,26,53,"ARKANSAS, USA",56,200,6,2023
"University of Northern Colorado",196,38.27,0.580287244897959,34,43,104,"COLORADO, USA",92,175,6,2023
"Quinnipiac University",237,37.55,0.659305063291139,43,48,133,"CONNECTICUT, USA",92,240,6,2023
"Sacred Heart University",128,36.72,1.41880859375,30,16,55,"CONNECTICUT, USA",63,179,6,2023
"University of Hartford",101,45.54,0.933357425742574,36,20,44,"CONNECTICUT, USA",42,184,6,2023
"Jacksonville University",66,54.55,1.33573181818182,22,18,32,"FLORIDA, USA",32,142,6,2023
"University of Tampa",178,40.45,0.721174719101124,49,24,59,"FLORIDA, USA",86,250,6,2023
"Northeastern Illinois University",83,49.4,0.866383132530121,21,13,43,"ILLINOIS, USA",28,123,6,2023
"Butler University",114,41.23,0.872358771929825,21,21,56,"INDIANA, USA",53,193,6,2023
"Murray State University",115,44.35,0.779251304347826,36,17,43,"KENTUCKY, USA",62,171,6,2023
"Nicholls State University",41,58.54,0.819112195121951,12,10,15,"LOUISIANA, USA",20,93,6,2023
"University of Louisiana Monroe",92,64.13,0.803652173913044,34,32,33,"LOUISIANA, USA",45,153,6,2023
"Washington College",78,64.1,1.29749743589744,58,44,15,"MARYLAND, USA",14,232,6,2023
"Bridgewater State University",88,28.41,1.19675568181818,19,11,34,"MASSACHUSETTS, USA",36,98,6,2023
"Simmons University",117,33.33,2.8132188034188,22,17,42,"MASSACHUSETTS, USA",69,829,6,2023
"Suffolk University",157,43.31,0.696736305732484,34,22,80,"MASSACHUSETTS, USA",78,154,6,2023
"Winona State University",76,48.68,1.05130921052632,29,13,19,"MINNESOTA, USA",34,161,6,2023
"University Nebraska Kearney",108,36.11,0.622202777777778,24,16,51,"NEBRASKA, USA",53,136,6,2023
"Fairleigh Dickinson University",117,52.14,0.956094871794872,26,19,62,"NEW JERSEY, USA",55,152,6,2023
"Monmouth University",98,47.96,0.964376530612245,29,13,34,"NEW JERSEY, USA",48,151,6,2023
"Ramapo College New Jersey (RCNJ)",73,38.36,1.41572054794521,29,13,27,"NEW JERSEY, USA",44,248,6,2023
"Seton Hall University",197,39.59,0.871267512690355,43,31,73,"NEW JERSEY, USA",114,183,6,2023
"Eastern New Mexico University",32,50,1.90325,21,10,4,"NEW MEXICO, USA",17,136,6,2023
"Albany College of Pharmacy & Health Sciences",72,54.17,0.691333333333333,29,30,30,"NEW YORK, USA",36,133,6,2023
"Saint John Fisher University",65,43.08,0.964806153846154,9,13,47,"NEW YORK, USA",21,128,6,2023
"Skidmore College",125,42.4,1.0265392,35,24,51,"NEW YORK, USA",66,318,6,2023
"State University of New York (SUNY) Brockport",114,39.47,0.842378947368421,40,15,42,"NEW YORK, USA",55,123,6,2023
"Union College",125,39.2,0.6306248,39,22,47,"NEW YORK, USA",58,157,6,2023
"Youngstown State University",94,54.26,2.61319255319149,34,25,47,"OHIO, USA",41,170,6,2023
"Bryn Mawr College",132,37.12,3.58739772727273,26,21,53,"PENNSYLVANIA, USA",78,654,6,2023
"Indiana University of Pennsylvania",191,39.27,1.00361884816754,56,28,90,"PENNSYLVANIA, USA",68,224,6,2023
"West Chester University of Pennsylvania",174,40.23,0.647066666666667,43,20,92,"PENNSYLVANIA, USA",62,158,6,2023
"Lipscomb University",51,62.75,1.44507647058824,12,9,30,"TENNESSEE, USA",16,162,6,2023
"Middle Tennessee State University",322,43.48,0.755411801242236,71,62,126,"TENNESSEE, USA",200,270,6,2023
"Texas Southern University",117,52.14,2.11344615384615,59,29,36,"TEXAS, USA",31,244,6,2023
"Marymount University",77,58.44,1.32774415584416,36,22,21,"VIRGINIA, USA",26,206,6,2023
"Washington & Lee University",111,46.85,1.33082522522523,32,15,30,"VIRGINIA, USA",71,158,6,2023
"Seattle University",199,44.72,0.829459798994975,53,40,84,"WASHINGTON, USA",108,253,6,2023
"Concordia University Wisconsin",39,48.72,5.51069230769231,13,12,14,"WISCONSIN, USA",22,628,6,2023
"Bellevue Hospital Center",96,52.08,1.168834375,22,18,72,"NEW YORK, USA",24,238,6,2023
"Jersey Shore University Medical Center",153,33.33,0.624324836601307,35,45,93,"NEW JERSEY, USA",50,138,6,2023
"Los Angeles County+USC Medical Center",157,35.03,1.01416687898089,24,13,107,"CALIFORNIA, USA",42,171,6,2023
"UPMC Presbyterian",120,45,0.8609975,20,18,88,"PENNSYLVANIA, USA",62,176,6,2023
"University of Guam",98,54.08,1.13347346938776,51,37,31,"GUAM, USA",34,142,6,2023
"Macalester College",143,46.85,2.17073566433566,45,27,46,"MINNESOTA, USA",65,232,6,2023
"University of West Florida",176,47.73,0.943709090909091,43,42,83,"FLORIDA, USA",88,203,6,2023
"Oklahoma State University - Tulsa",48,62.5,0.960145833333333,19,6,22,"OKLAHOMA, USA",23,125,6,2023
"University of Illinois Rockford",55,52.73,0.718203636363636,23,21,27,"ILLINOIS, USA",27,113,6,2023
"Elon University",176,29.55,0.6462375,37,28,79,"NORTH CAROLINA, USA",94,139,6,2023
"Harvey Mudd College",72,55.56,0.840119444444445,28,27,31,"CALIFORNIA, USA",27,151,6,2023
"University of Tennessee Space Institute",21,38.1,0.660880952380952,2,4,12,"TENNESSEE, USA",16,64,6,2023
"Metropolitan State University of Denver",124,30.65,1.13165,38,25,51,"COLORADO, USA",55,126,6,2023
"College of New Jersey",174,47.7,0.711364942528736,43,29,77,"NEW JERSEY, USA",92,201,6,2023
"Georgia Gwinnett College",71,38.03,1.08225211267606,17,14,25,"GEORGIA, USA",42,119,6,2023
"Bowdoin College",140,39.29,1.66771785714286,30,25,40,"MAINE, USA",85,156,6,2023
"University of New England - Maine",167,48.5,0.938322155688623,35,51,104,"MAINE, USA",52,308,6,2023
"Northern Kentucky University",153,50.98,0.68637385620915,43,26,59,"KENTUCKY, USA",69,249,6,2023
"Midwestern University - Chicago College of Pharmacy",58,55.17,1.21324827586207,10,19,46,"ILLINOIS, USA",16,144,6,2023
"College of Wooster",96,41.67,2.57526875,31,24,33,"OHIO, USA",47,132,6,2023
"Kenyon College",124,33.06,3.12580967741936,35,16,29,"OHIO, USA",76,876,6,2023
"National Center for Ecological Analysis & Synthesis",34,79.41,1.50262058823529,22,12,12,"CALIFORNIA, USA",13,129,6,2023
"Touro University California",142,55.63,2.24764225352113,42,74,77,"CALIFORNIA, USA",51,206,6,2023
"HealthPartners Institute for Education & Research",77,48.05,0.99037012987013,12,29,60,"MINNESOTA, USA",20,148,6,2023
"Ponce Health Sciences University",133,40.6,0.897788721804511,23,54,98,"PUERTO RICO, USA",29,213,6,2023
"Governors State University",65,50.77,1.27391538461538,21,11,25,"ILLINOIS, USA",30,123,6,2023
"Navajo Technical University",28,67.86,2.06566785714286,16,16,10,"NEW MEXICO, USA",11,116,6,2023
"Texas Tech University Health Sciences Center Amarillo",183,29.51,1.54687213114754,43,47,64,"TEXAS, USA",48,175,6,2023
"Valparaiso University",81,59.26,3.42251358024691,39,21,15,"INDIANA, USA",42,167,6,2023
"Alabama A&M University",66,53.03,1.11090606060606,24,24,26,"ALABAMA, USA",27,191,5,2023
"Auburn University Montgomery",82,53.66,0.780404878048781,22,16,43,"ALABAMA, USA",40,106,5,2023
"University of Alaska Southeastern",35,62.86,1.09275428571429,10,14,25,"ALASKA, USA",12,84,5,2023
"Arkansas Tech University",44,43.18,0.771779545454546,17,14,15,"ARKANSAS, USA",22,107,5,2023
"Colorado College",106,40.57,0.647783962264151,26,27,34,"COLORADO, USA",56,148,5,2023
"Central Connecticut State University",110,34.55,0.605620909090909,32,22,44,"CONNECTICUT, USA",58,129,5,2023
"Eastern Connecticut State University",62,41.94,0.839816129032258,14,11,23,"CONNECTICUT, USA",34,65,5,2023
"Trinity College",110,35.45,0.631863636363636,16,24,49,"CONNECTICUT, USA",63,93,5,2023
"Delaware State University",94,52.13,13.7865457446808,24,35,44,"DELAWARE, USA",51,178,5,2023
"University of the District of Columbia",106,37.74,0.715938679245283,29,29,37,"DISTRICT OF COLUMBIA, USA",63,88,5,2023
"Barry University",69,44.93,0.748053623188406,25,19,25,"FLORIDA, USA",25,148,5,2023
"Columbus State University",74,44.59,0.589994594594595,35,23,28,"GEORGIA, USA",31,120,5,2023
"Georgia College & State University",82,32.93,0.758693902439024,23,18,37,"GEORGIA, USA",42,82,5,2023
"Bradley University",82,57.32,0.660851219512195,25,11,32,"ILLINOIS, USA",41,116,5,2023
"Eastern Illinois University",106,34.91,0.474383962264151,25,18,47,"ILLINOIS, USA",46,86,5,2023
"Indiana State University",166,39.76,0.592053012048193,51,38,68,"INDIANA, USA",90,146,5,2023
"Indiana University South Bend",54,61.11,1.03786666666667,19,15,18,"INDIANA, USA",36,118,5,2023
"University of the Cumberlands",39,48.72,0.681976923076923,24,11,9,"KENTUCKY, USA",14,88,5,2023
"Loyola University New Orleans",86,30.23,0.776993023255814,21,8,29,"LOUISIANA, USA",49,112,5,2023
"Southeastern Louisiana University",80,47.5,1.53392125,18,10,35,"LOUISIANA, USA",42,116,5,2023
"Xavier University of Louisiana",86,43.02,0.418360465116279,10,28,46,"LOUISIANA, USA",33,66,5,2023
"Husson University",21,42.86,1.2745619047619,8,7,10,"MAINE, USA",4,77,5,2023
"University of Southern Maine",98,41.84,0.65429693877551,20,14,39,"MAINE, USA",52,101,5,2023
"Salisbury University",102,33.33,0.534122549019608,13,10,54,"MARYLAND, USA",47,131,5,2023
"University of Maryland Eastern Shore",122,39.34,0.470527868852459,36,47,62,"MARYLAND, USA",41,114,5,2023
"Babson College",88,62.5,1.10106136363636,47,3,22,"MASSACHUSETTS, USA",39,184,5,2023
"Merrimack College",102,36.27,0.598589215686275,12,18,66,"MASSACHUSETTS, USA",37,87,5,2023
"Mount Holyoke College",130,40,0.615031538461539,26,27,57,"MASSACHUSETTS, USA",66,135,5,2023
"Worcester State University",50,52,0.803648,15,16,23,"MASSACHUSETTS, USA",20,106,5,2023
"Eastern Michigan University",214,47.2,0.759702803738318,50,41,102,"MICHIGAN, USA",95,202,5,2023
"Ferris State University",45,60,1.04894,7,16,30,"MICHIGAN, USA",23,64,5,2023
"University of Michigan Flint",120,48.33,0.840935,36,22,56,"MICHIGAN, USA",57,203,5,2023
"Mitchell Hamline School of Law",57,54.39,1.24853157894737,25,6,18,"MINNESOTA, USA",24,115,5,2023
"Lincoln University - Missouri",34,70.59,0.957902941176471,16,13,15,"MISSOURI, USA",16,78,5,2023
"Touro University",191,44.5,0.823298429319372,46,80,122,"NEW YORK, USA",57,217,5,2023
"University of North Carolina - Asheville",76,44.74,0.742611842105263,11,20,37,"NORTH CAROLINA, USA",38,108,5,2023
"Central State University",38,50,0.851068421052632,18,11,11,"OHIO, USA",16,68,5,2023
"John Carroll University",79,55.7,0.904605063291139,31,13,26,"OHIO, USA",38,115,5,2023
"University of Central Oklahoma",89,32.58,0.543584269662921,21,9,40,"OKLAHOMA, USA",49,99,5,2023
"Willamette University",75,53.33,1.16759333333333,19,10,23,"OREGON, USA",42,108,5,2023
"La Salle University",71,47.89,0.833461971830986,27,8,21,"PENNSYLVANIA, USA",40,122,5,2023
"Coastal Carolina University",139,34.53,1.46691942446043,34,25,61,"SOUTH CAROLINA, USA",88,104,5,2023
"South Carolina State University",37,62.16,1.03216216216216,18,10,12,"SOUTH CAROLINA, USA",12,93,5,2023
"Black Hills State University",20,75,5.279905,11,4,7,"SOUTH DAKOTA, USA",8,317,5,2023
"Texas A&M University Commerce",134,43.28,0.733482089552239,51,34,49,"TEXAS, USA",75,155,5,2023
"Weber State University",129,37.98,0.478144186046512,25,20,70,"UTAH, USA",55,106,5,2023
"Liberty University",129,37.21,0.893522480620155,11,36,67,"VIRGINIA, USA",68,98,5,2023
"Norfolk State University",53,47.17,0.968084905660377,15,14,21,"VIRGINIA, USA",27,97,5,2023
"Eastern Washington University",93,37.63,0.73506559139785,28,16,41,"WASHINGTON, USA",46,118,5,2023
"University of Wisconsin Eau Claire",89,44.94,0.621061797752809,20,14,41,"WISCONSIN, USA",49,104,5,2023
"University of Wisconsin La Crosse",110,42.73,1.40214090909091,33,25,59,"WISCONSIN, USA",45,163,5,2023
"BronxCare Health System",163,32.52,0.984769938650307,64,98,58,"NEW YORK, USA",66,110,5,2023
"Greater Baltimore Medical Center",47,42.55,2.75616595744681,10,15,27,"MARYLAND, USA",10,263,5,2023
"New England Baptist Hospital",39,71.79,1.31603846153846,6,7,31,"MASSACHUSETTS, USA",16,98,5,2023
"Saint Francis Hospital & Medical Center",66,40.91,0.544272727272727,18,10,44,"CONNECTICUT, USA",8,96,5,2023
"Santa Barbara Cottage Hospital",18,55.56,1.78661666666667,6,5,8,"CALIFORNIA, USA",5,67,5,2023
"Shriners Hospitals Children Philadelphia",40,65,1.00921,13,13,25,"PENNSYLVANIA, USA",15,81,5,2023
"Texas A&M University Central Texas",36,55.56,3.72000555555556,11,9,17,"TEXAS, USA",18,81,5,2023
"Texas A&M University San Antonio",70,40,0.885182857142857,19,16,35,"TEXAS, USA",33,121,5,2023
"Texas A&M Engineering Experimental Station",32,71.88,0.996271875,16,4,16,"TEXAS, USA",7,97,5,2023
"University of Northern Iowa",117,43.59,0.669747863247863,25,12,48,"IOWA, USA",71,93,5,2023
"Connecticut College",93,41.94,0.885096774193548,22,14,34,"CONNECTICUT, USA",54,94,5,2023
"Sophie Davis School of Biomedical Education",17,82.35,1.24914117647059,11,9,6,"NEW YORK, USA",3,62,5,2023
"University of Houston Victoria",90,45.56,0.613424444444445,38,19,26,"TEXAS, USA",47,116,5,2023
"Buffalo State College",62,58.06,0.799417741935484,24,14,22,"NEW YORK, USA",31,112,5,2023
"SUNY Fredonia",52,44.23,0.697928846153846,18,6,11,"NEW YORK, USA",25,65,5,2023
"SUNY Optometry",95,36.84,1.07229157894737,33,24,36,"NEW YORK, USA",30,152,5,2023
"Denison University",97,44.33,1.19336288659794,24,21,35,"OHIO, USA",55,209,5,2023
"Spelman College",59,61.02,0.964162711864407,6,13,39,"GEORGIA, USA",28,98,5,2023
"Franklin W. Olin College of Engineering",22,31.82,1.81256363636364,8,3,9,"MASSACHUSETTS, USA",7,54,5,2023
"Hamilton College",122,34.43,1.01025245901639,22,22,49,"NEW YORK, USA",71,101,5,2023
"Gettysburg College",129,31.01,0.642057364341085,22,13,33,"PENNSYLVANIA, USA",88,120,5,2023
"Rowan University School of Osteopathic Medicine",161,45.34,0.657055900621118,26,40,114,"NEW JERSEY, USA",47,162,5,2023
"Claremont McKenna College",161,36.02,0.663593788819876,27,29,63,"CALIFORNIA, USA",115,136,5,2023
"Charles R. Drew University of Medicine & Science",134,47.76,0.51355,26,60,95,"CALIFORNIA, USA",55,128,5,2023
